sales_id,order_id,product_id,price_per_unit,quantity,total_price,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country,product_type,product_name,size,colour,price,description
3163,637,157,91,2,182,886,14294,2021-08-06,2021-08-18,Emylee Buscher,Non-binary,69.0,133 Doyle PassSuite 027,6189,Thompsonport,Northern Territory,Australia,Shirt,Linen,M,green,116,"A green coloured, M sized, Linen Shirt"
3164,637,765,109,3,327,886,14294,2021-08-06,2021-08-18,Emylee Buscher,Non-binary,69.0,133 Doyle PassSuite 027,6189,Thompsonport,Northern Territory,Australia,Jacket,Peacoat,XS,violet,102,"A violet coloured, XS sized, Peacoat Jacket"
3165,638,460,118,1,118,548,12781,2021-10-03,2021-10-17,Nicky Giuron,Agender,57.0,163 Sophia RunApt. 833,7432,West Elliestad,Northern Territory,Australia,Jacket,Puffer,XS,orange,110,"A orange coloured, XS sized, Puffer Jacket"
3166,638,847,113,3,339,548,12781,2021-10-03,2021-10-17,Nicky Giuron,Agender,57.0,163 Sophia RunApt. 833,7432,West Elliestad,Northern Territory,Australia,Trousers,Chinos,M,orange,100,"A orange coloured, M sized, Chinos Trousers"
3167,638,924,96,3,288,548,12781,2021-10-03,2021-10-17,Nicky Giuron,Agender,57.0,163 Sophia RunApt. 833,7432,West Elliestad,Northern Territory,Australia,Trousers,Drawstring,XL,yellow,104,"A yellow coloured, XL sized, Drawstring Trousers"
3168,638,458,118,3,354,548,12781,2021-10-03,2021-10-17,Nicky Giuron,Agender,57.0,163 Sophia RunApt. 833,7432,West Elliestad,Northern Territory,Australia,Jacket,Puffer,L,red,110,"A red coloured, L sized, Puffer Jacket"
3169,638,175,98,3,294,548,12781,2021-10-03,2021-10-17,Nicky Giuron,Agender,57.0,163 Sophia RunApt. 833,7432,West Elliestad,Northern Territory,Australia,Shirt,Camp Collared,XS,red,112,"A red coloured, XS sized, Camp Collared Shirt"
3170,638,1005,106,2,212,548,12781,2021-10-03,2021-10-17,Nicky Giuron,Agender,57.0,163 Sophia RunApt. 833,7432,West Elliestad,Northern Territory,Australia,Trousers,Wool,XS,indigo,111,"A indigo coloured, XS sized, Wool Trousers"
3171,639,666,113,1,113,906,51950,2021-03-30,2021-04-22,Vincent Kiledal,Genderfluid,74.0,748 Lucas WayApt. 482,3515,Ebertfurt,Australian Capital Territory,Australia,Jacket,Parka,S,red,119,"A red coloured, S sized, Parka Jacket"
3172,639,1143,102,2,204,906,51950,2021-03-30,2021-04-22,Vincent Kiledal,Genderfluid,74.0,748 Lucas WayApt. 482,3515,Ebertfurt,Australian Capital Territory,Australia,Trousers,Cargo Pants,L,blue,106,"A blue coloured, L sized, Cargo Pants Trousers"
3173,639,73,118,2,236,906,51950,2021-03-30,2021-04-22,Vincent Kiledal,Genderfluid,74.0,748 Lucas WayApt. 482,3515,Ebertfurt,Australian Capital Territory,Australia,Shirt,Flannel,L,red,96,"A red coloured, L sized, Flannel Shirt"
3174,639,855,113,2,226,906,51950,2021-03-30,2021-04-22,Vincent Kiledal,Genderfluid,74.0,748 Lucas WayApt. 482,3515,Ebertfurt,Australian Capital Territory,Australia,Trousers,Chinos,XS,green,100,"A green coloured, XS sized, Chinos Trousers"
3175,639,949,97,1,97,906,51950,2021-03-30,2021-04-22,Vincent Kiledal,Genderfluid,74.0,748 Lucas WayApt. 482,3515,Ebertfurt,Australian Capital Territory,Australia,Trousers,Slim-Fit,XL,red,119,"A red coloured, XL sized, Slim-Fit Trousers"
3176,640,1011,106,1,106,873,11002,2021-01-23,2021-01-26,Cecilla Pigford,Non-binary,38.0,5538 Jett MallSuite 854,5510,Samanthatown,Western Australia,Australia,Trousers,Wool,S,violet,111,"A violet coloured, S sized, Wool Trousers"
3177,641,1249,112,1,112,20,54363,2021-03-10,2021-03-22,Gigi Kalaher,Genderqueer,55.0,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,Trousers,Tracksuit Bottoms,XL,blue,91,"A blue coloured, XL sized, Tracksuit Bottoms Trousers"
3178,641,25,96,1,96,20,54363,2021-03-10,2021-03-22,Gigi Kalaher,Genderqueer,55.0,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,Shirt,Oxford Cloth,XS,indigo,114,"A indigo coloured, XS sized, Oxford Cloth Shirt"
3179,641,161,91,2,182,20,54363,2021-03-10,2021-03-22,Gigi Kalaher,Genderqueer,55.0,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,Shirt,Linen,S,blue,116,"A blue coloured, S sized, Linen Shirt"
3180,641,1039,90,1,90,20,54363,2021-03-10,2021-03-22,Gigi Kalaher,Genderqueer,55.0,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,Trousers,Relaxed Leg,XL,blue,95,"A blue coloured, XL sized, Relaxed Leg Trousers"
3181,641,840,113,3,339,20,54363,2021-03-10,2021-03-22,Gigi Kalaher,Genderqueer,55.0,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia,Trousers,Chinos,XS,red,100,"A red coloured, XS sized, Chinos Trousers"
3182,642,1222,105,3,315,835,12392,2021-01-11,2021-01-26,Randell Shorte,Polygender,25.0,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,Trousers,Pleated,M,violet,90,"A violet coloured, M sized, Pleated Trousers"
3183,642,96,118,2,236,835,12392,2021-01-11,2021-01-26,Randell Shorte,Polygender,25.0,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,Shirt,Flannel,S,indigo,96,"A indigo coloured, S sized, Flannel Shirt"
3184,642,942,96,3,288,835,12392,2021-01-11,2021-01-26,Randell Shorte,Polygender,25.0,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,Trousers,Drawstring,M,violet,104,"A violet coloured, M sized, Drawstring Trousers"
3185,642,1201,105,2,210,835,12392,2021-01-11,2021-01-26,Randell Shorte,Polygender,25.0,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,Trousers,Pleated,S,yellow,90,"A yellow coloured, S sized, Pleated Trousers"
3186,642,935,96,2,192,835,12392,2021-01-11,2021-01-26,Randell Shorte,Polygender,25.0,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,Trousers,Drawstring,XS,indigo,104,"A indigo coloured, XS sized, Drawstring Trousers"
3187,642,443,107,1,107,835,12392,2021-01-11,2021-01-26,Randell Shorte,Polygender,25.0,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,Jacket,Denim,L,blue,92,"A blue coloured, L sized, Denim Jacket"
3188,642,755,109,2,218,835,12392,2021-01-11,2021-01-26,Randell Shorte,Polygender,25.0,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,Jacket,Peacoat,XS,blue,102,"A blue coloured, XS sized, Peacoat Jacket"
3189,642,496,102,1,102,835,12392,2021-01-11,2021-01-26,Randell Shorte,Polygender,25.0,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,Jacket,Windbreaker,S,orange,109,"A orange coloured, S sized, Windbreaker Jacket"
3190,642,671,113,1,113,835,12392,2021-01-11,2021-01-26,Randell Shorte,Polygender,25.0,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,Jacket,Parka,S,orange,119,"A orange coloured, S sized, Parka Jacket"
3191,643,1196,105,2,210,778,50321,2021-05-18,2021-05-24,Chastity Daniaud,Genderfluid,20.0,33 Hamish ParkwayApt. 423,2902,Blakemouth,Northern Territory,Australia,Trousers,Pleated,S,orange,90,"A orange coloured, S sized, Pleated Trousers"
3192,643,641,93,2,186,778,50321,2021-05-18,2021-05-24,Chastity Daniaud,Genderfluid,20.0,33 Hamish ParkwayApt. 423,2902,Blakemouth,Northern Territory,Australia,Jacket,Coach,S,yellow,115,"A yellow coloured, S sized, Coach Jacket"
3193,643,682,113,3,339,778,50321,2021-05-18,2021-05-24,Chastity Daniaud,Genderfluid,20.0,33 Hamish ParkwayApt. 423,2902,Blakemouth,Northern Territory,Australia,Jacket,Parka,M,green,119,"A green coloured, M sized, Parka Jacket"
3194,643,458,118,3,354,778,50321,2021-05-18,2021-05-24,Chastity Daniaud,Genderfluid,20.0,33 Hamish ParkwayApt. 423,2902,Blakemouth,Northern Territory,Australia,Jacket,Puffer,L,red,110,"A red coloured, L sized, Puffer Jacket"
3195,643,954,97,1,97,778,50321,2021-05-18,2021-05-24,Chastity Daniaud,Genderfluid,20.0,33 Hamish ParkwayApt. 423,2902,Blakemouth,Northern Territory,Australia,Trousers,Slim-Fit,XL,orange,119,"A orange coloured, XL sized, Slim-Fit Trousers"
3196,643,271,95,2,190,778,50321,2021-05-18,2021-05-24,Chastity Daniaud,Genderfluid,20.0,33 Hamish ParkwayApt. 423,2902,Blakemouth,Northern Territory,Australia,Shirt,Polo,S,indigo,117,"A indigo coloured, S sized, Polo Shirt"
3197,643,320,109,1,109,778,50321,2021-05-18,2021-05-24,Chastity Daniaud,Genderfluid,20.0,33 Hamish ParkwayApt. 423,2902,Blakemouth,Northern Territory,Australia,Shirt,Mandarin Collar,XS,orange,108,"A orange coloured, XS sized, Mandarin Collar Shirt"
3198,643,1189,99,3,297,778,50321,2021-05-18,2021-05-24,Chastity Daniaud,Genderfluid,20.0,33 Hamish ParkwayApt. 423,2902,Blakemouth,Northern Territory,Australia,Trousers,High-Waisted,XL,violet,98,"A violet coloured, XL sized, High-Waisted Trousers"
3199,644,454,107,2,214,207,52925,2021-03-13,2021-03-22,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847,Elijahburgh,Queensland,Australia,Jacket,Denim,XL,violet,92,"A violet coloured, XL sized, Denim Jacket"
3200,644,167,91,3,273,207,52925,2021-03-13,2021-03-22,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847,Elijahburgh,Queensland,Australia,Shirt,Linen,M,indigo,116,"A indigo coloured, M sized, Linen Shirt"
3201,644,1,96,2,192,207,52925,2021-03-13,2021-03-22,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847,Elijahburgh,Queensland,Australia,Shirt,Oxford Cloth,S,red,114,"A red coloured, S sized, Oxford Cloth Shirt"
3202,644,957,97,3,291,207,52925,2021-03-13,2021-03-22,Brade Caught,Genderqueer,56.0,38 Baumbach Estate DrApt. 545,7847,Elijahburgh,Queensland,Australia,Trousers,Slim-Fit,M,yellow,119,"A yellow coloured, M sized, Slim-Fit Trousers"
3203,645,444,107,2,214,794,46397,2021-08-19,2021-09-13,Elizabet Pippin,Non-binary,72.0,14 Clark PlazaSuite 716,9751,Port Anna,South Australia,Australia,Jacket,Denim,XL,blue,92,"A blue coloured, XL sized, Denim Jacket"
3204,645,586,100,2,200,794,46397,2021-08-19,2021-09-13,Elizabet Pippin,Non-binary,72.0,14 Clark PlazaSuite 716,9751,Port Anna,South Australia,Australia,Jacket,Bomber,S,indigo,90,"A indigo coloured, S sized, Bomber Jacket"
3205,645,580,100,3,300,794,46397,2021-08-19,2021-09-13,Elizabet Pippin,Non-binary,72.0,14 Clark PlazaSuite 716,9751,Port Anna,South Australia,Australia,Jacket,Bomber,XS,blue,90,"A blue coloured, XS sized, Bomber Jacket"
3206,645,455,118,2,236,794,46397,2021-08-19,2021-09-13,Elizabet Pippin,Non-binary,72.0,14 Clark PlazaSuite 716,9751,Port Anna,South Australia,Australia,Jacket,Puffer,XS,red,110,"A red coloured, XS sized, Puffer Jacket"
3207,645,939,96,3,288,794,46397,2021-08-19,2021-09-13,Elizabet Pippin,Non-binary,72.0,14 Clark PlazaSuite 716,9751,Port Anna,South Australia,Australia,Trousers,Drawstring,XL,indigo,104,"A indigo coloured, XL sized, Drawstring Trousers"
3208,645,525,98,2,196,794,46397,2021-08-19,2021-09-13,Elizabet Pippin,Non-binary,72.0,14 Clark PlazaSuite 716,9751,Port Anna,South Australia,Australia,Jacket,Leather,XS,red,113,"A red coloured, XS sized, Leather Jacket"
3209,645,470,118,2,236,794,46397,2021-08-19,2021-09-13,Elizabet Pippin,Non-binary,72.0,14 Clark PlazaSuite 716,9751,Port Anna,South Australia,Australia,Jacket,Puffer,XS,green,110,"A green coloured, XS sized, Puffer Jacket"
3210,646,367,94,3,282,369,16504,2021-05-08,2021-05-28,Ephrem Hambers,Female,46.0,6502 Abbey ParadeSuite 954,5569,New Stellastad,Australian Capital Territory,Australia,Shirt,Henley,M,green,92,"A green coloured, M sized, Henley Shirt"
3211,646,186,98,1,98,369,16504,2021-05-08,2021-05-28,Ephrem Hambers,Female,46.0,6502 Abbey ParadeSuite 954,5569,New Stellastad,Australian Capital Territory,Australia,Shirt,Camp Collared,S,yellow,112,"A yellow coloured, S sized, Camp Collared Shirt"
3212,646,411,119,3,357,369,16504,2021-05-08,2021-05-28,Ephrem Hambers,Female,46.0,6502 Abbey ParadeSuite 954,5569,New Stellastad,Australian Capital Territory,Australia,Shirt,Casual Slim Fit,S,indigo,113,"A indigo coloured, S sized, Casual Slim Fit Shirt"
3213,647,991,106,3,318,439,10912,2021-02-06,2021-02-11,Daren Airs,Female,75.0,378 John MallSuite 835,3142,West Thomas,Victoria,Australia,Trousers,Wool,S,yellow,111,"A yellow coloured, S sized, Wool Trousers"
3214,647,1218,105,3,315,439,10912,2021-02-06,2021-02-11,Daren Airs,Female,75.0,378 John MallSuite 835,3142,West Thomas,Victoria,Australia,Trousers,Pleated,L,indigo,90,"A indigo coloured, L sized, Pleated Trousers"
3215,647,253,95,2,190,439,10912,2021-02-06,2021-02-11,Daren Airs,Female,75.0,378 John MallSuite 835,3142,West Thomas,Victoria,Australia,Shirt,Polo,L,orange,117,"A orange coloured, L sized, Polo Shirt"
3216,648,85,118,3,354,522,43363,2021-07-16,2021-07-19,Ailina Kynan,Genderqueer,71.0,459 Sarah TerraceApt. 121,6890,Handborough,South Australia,Australia,Shirt,Flannel,XS,green,96,"A green coloured, XS sized, Flannel Shirt"
3217,648,835,117,3,351,522,43363,2021-07-16,2021-07-19,Ailina Kynan,Genderqueer,71.0,459 Sarah TerraceApt. 121,6890,Handborough,South Australia,Australia,Jacket,Shearling,XS,violet,95,"A violet coloured, XS sized, Shearling Jacket"
3218,648,257,95,3,285,522,43363,2021-07-16,2021-07-19,Ailina Kynan,Genderqueer,71.0,459 Sarah TerraceApt. 121,6890,Handborough,South Australia,Australia,Shirt,Polo,M,yellow,117,"A yellow coloured, M sized, Polo Shirt"
3219,649,922,96,2,192,840,44955,2021-07-28,2021-08-16,Ellene Dedam,Agender,25.0,86 Crooks CrescentSuite 269,9366,Islamouth,Western Australia,Australia,Trousers,Drawstring,M,yellow,104,"A yellow coloured, M sized, Drawstring Trousers"
3220,649,413,119,3,357,840,44955,2021-07-28,2021-08-16,Ellene Dedam,Agender,25.0,86 Crooks CrescentSuite 269,9366,Islamouth,Western Australia,Australia,Shirt,Casual Slim Fit,L,indigo,113,"A indigo coloured, L sized, Casual Slim Fit Shirt"
3221,649,1215,105,1,105,840,44955,2021-07-28,2021-08-16,Ellene Dedam,Agender,25.0,86 Crooks CrescentSuite 269,9366,Islamouth,Western Australia,Australia,Trousers,Pleated,XS,indigo,90,"A indigo coloured, XS sized, Pleated Trousers"
3222,649,294,105,3,315,840,44955,2021-07-28,2021-08-16,Ellene Dedam,Agender,25.0,86 Crooks CrescentSuite 269,9366,Islamouth,Western Australia,Australia,Shirt,Cuban Collar,XL,yellow,93,"A yellow coloured, XL sized, Cuban Collar Shirt"
3223,649,274,95,2,190,840,44955,2021-07-28,2021-08-16,Ellene Dedam,Agender,25.0,86 Crooks CrescentSuite 269,9366,Islamouth,Western Australia,Australia,Shirt,Polo,XL,indigo,117,"A indigo coloured, XL sized, Polo Shirt"
3224,650,975,97,2,194,739,42938,2021-01-02,2021-01-15,Kristel Klaaassen,Female,57.0,09 Jesse ParadeApt. 250,1335,East Matthewville,New South Wales,Australia,Trousers,Slim-Fit,XS,violet,119,"A violet coloured, XS sized, Slim-Fit Trousers"
3225,650,579,100,1,100,739,42938,2021-01-02,2021-01-15,Kristel Klaaassen,Female,57.0,09 Jesse ParadeApt. 250,1335,East Matthewville,New South Wales,Australia,Jacket,Bomber,XL,green,90,"A green coloured, XL sized, Bomber Jacket"
3226,650,156,91,1,91,739,42938,2021-01-02,2021-01-15,Kristel Klaaassen,Female,57.0,09 Jesse ParadeApt. 250,1335,East Matthewville,New South Wales,Australia,Shirt,Linen,S,green,116,"A green coloured, S sized, Linen Shirt"
3227,650,953,97,1,97,739,42938,2021-01-02,2021-01-15,Kristel Klaaassen,Female,57.0,09 Jesse ParadeApt. 250,1335,East Matthewville,New South Wales,Australia,Trousers,Slim-Fit,L,orange,119,"A orange coloured, L sized, Slim-Fit Trousers"
3228,650,951,97,1,97,739,42938,2021-01-02,2021-01-15,Kristel Klaaassen,Female,57.0,09 Jesse ParadeApt. 250,1335,East Matthewville,New South Wales,Australia,Trousers,Slim-Fit,S,orange,119,"A orange coloured, S sized, Slim-Fit Trousers"
3229,650,407,119,2,238,739,42938,2021-01-02,2021-01-15,Kristel Klaaassen,Female,57.0,09 Jesse ParadeApt. 250,1335,East Matthewville,New South Wales,Australia,Shirt,Casual Slim Fit,M,blue,113,"A blue coloured, M sized, Casual Slim Fit Shirt"
3230,650,1205,105,3,315,739,42938,2021-01-02,2021-01-15,Kristel Klaaassen,Female,57.0,09 Jesse ParadeApt. 250,1335,East Matthewville,New South Wales,Australia,Trousers,Pleated,XS,green,90,"A green coloured, XS sized, Pleated Trousers"
3231,651,997,106,3,318,581,39199,2021-05-22,2021-05-25,Fabian Gostage,Polygender,40.0,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Trousers,Wool,M,green,111,"A green coloured, M sized, Wool Trousers"
3232,651,538,98,3,294,581,39199,2021-05-22,2021-05-25,Fabian Gostage,Polygender,40.0,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Jacket,Leather,L,yellow,113,"A yellow coloured, L sized, Leather Jacket"
3233,651,640,93,1,93,581,39199,2021-05-22,2021-05-25,Fabian Gostage,Polygender,40.0,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Jacket,Coach,XS,yellow,115,"A yellow coloured, XS sized, Coach Jacket"
3234,651,1072,93,2,186,581,39199,2021-05-22,2021-05-25,Fabian Gostage,Polygender,40.0,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Trousers,Joggers,M,blue,94,"A blue coloured, M sized, Joggers Trousers"
3235,651,156,91,2,182,581,39199,2021-05-22,2021-05-25,Fabian Gostage,Polygender,40.0,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Shirt,Linen,S,green,116,"A green coloured, S sized, Linen Shirt"
3236,651,361,94,2,188,581,39199,2021-05-22,2021-05-25,Fabian Gostage,Polygender,40.0,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Shirt,Henley,S,yellow,92,"A yellow coloured, S sized, Henley Shirt"
3237,651,801,91,1,91,581,39199,2021-05-22,2021-05-25,Fabian Gostage,Polygender,40.0,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Jacket,Pullover,S,violet,114,"A violet coloured, S sized, Pullover Jacket"
3238,651,456,118,1,118,581,39199,2021-05-22,2021-05-25,Fabian Gostage,Polygender,40.0,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Jacket,Puffer,S,red,110,"A red coloured, S sized, Puffer Jacket"
3239,651,336,109,2,218,581,39199,2021-05-22,2021-05-25,Fabian Gostage,Polygender,40.0,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Shirt,Mandarin Collar,S,blue,108,"A blue coloured, S sized, Mandarin Collar Shirt"
3240,652,516,102,2,204,691,30816,2021-03-09,2021-03-27,Silvie Bortol,Genderfluid,73.0,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia,Jacket,Windbreaker,S,indigo,109,"A indigo coloured, S sized, Windbreaker Jacket"
3241,652,908,94,3,282,691,30816,2021-03-09,2021-03-27,Silvie Bortol,Genderfluid,73.0,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia,Trousers,Cords,L,violet,113,"A violet coloured, L sized, Cords Trousers"
3242,652,386,119,2,238,691,30816,2021-03-09,2021-03-27,Silvie Bortol,Genderfluid,73.0,90 Fisher RoadSuite 844,1499,Abigailshire,New South Wales,Australia,Shirt,Casual Slim Fit,S,red,113,"A red coloured, S sized, Casual Slim Fit Shirt"
3243,653,702,119,3,357,629,19186,2021-02-19,2021-03-18,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Jacket,Trench Coat,M,red,112,"A red coloured, M sized, Trench Coat Jacket"
3244,653,232,106,1,106,629,19186,2021-02-19,2021-03-18,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Shirt,Chambray,M,blue,105,"A blue coloured, M sized, Chambray Shirt"
3245,653,216,106,1,106,629,19186,2021-02-19,2021-03-18,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Shirt,Chambray,S,orange,105,"A orange coloured, S sized, Chambray Shirt"
3246,653,599,112,2,224,629,19186,2021-02-19,2021-03-18,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Jacket,Cardigan,XL,red,118,"A red coloured, XL sized, Cardigan Jacket"
3247,653,561,100,2,200,629,19186,2021-02-19,2021-03-18,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Jacket,Bomber,S,red,90,"A red coloured, S sized, Bomber Jacket"
3248,653,492,102,1,102,629,19186,2021-02-19,2021-03-18,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Jacket,Windbreaker,M,red,109,"A red coloured, M sized, Windbreaker Jacket"
3249,653,970,97,2,194,629,19186,2021-02-19,2021-03-18,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Trousers,Slim-Fit,XS,indigo,119,"A indigo coloured, XS sized, Slim-Fit Trousers"
3250,653,781,91,1,91,629,19186,2021-02-19,2021-03-18,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Jacket,Pullover,S,yellow,114,"A yellow coloured, S sized, Pullover Jacket"
3251,654,830,117,3,351,417,40412,2021-08-18,2021-08-30,Bay Kraut,Non-binary,57.0,688 Campbell RoadSuite 011,7035,Fadelland,Tasmania,Australia,Jacket,Shearling,XS,indigo,95,"A indigo coloured, XS sized, Shearling Jacket"
3252,654,826,117,2,234,417,40412,2021-08-18,2021-08-30,Bay Kraut,Non-binary,57.0,688 Campbell RoadSuite 011,7035,Fadelland,Tasmania,Australia,Jacket,Shearling,S,blue,95,"A blue coloured, S sized, Shearling Jacket"
3253,655,766,109,2,218,333,36298,2021-05-25,2021-06-06,Con Pressdee,Non-binary,57.0,2797 Corkery KnollApt. 001,2571,West Marcus,South Australia,Australia,Jacket,Peacoat,S,violet,102,"A violet coloured, S sized, Peacoat Jacket"
3254,655,73,118,3,354,333,36298,2021-05-25,2021-06-06,Con Pressdee,Non-binary,57.0,2797 Corkery KnollApt. 001,2571,West Marcus,South Australia,Australia,Shirt,Flannel,L,red,96,"A red coloured, L sized, Flannel Shirt"
3255,655,371,94,1,94,333,36298,2021-05-25,2021-06-06,Con Pressdee,Non-binary,57.0,2797 Corkery KnollApt. 001,2571,West Marcus,South Australia,Australia,Shirt,Henley,S,blue,92,"A blue coloured, S sized, Henley Shirt"
3256,655,175,98,3,294,333,36298,2021-05-25,2021-06-06,Con Pressdee,Non-binary,57.0,2797 Corkery KnollApt. 001,2571,West Marcus,South Australia,Australia,Shirt,Camp Collared,XS,red,112,"A red coloured, XS sized, Camp Collared Shirt"
3257,656,282,105,3,315,907,19288,2021-03-22,2021-03-23,Aindrea Franzetti,Female,43.0,13 Ivy TerraceSuite 494,628,North Caitlin,South Australia,Australia,Shirt,Cuban Collar,M,red,93,"A red coloured, M sized, Cuban Collar Shirt"
3258,656,55,104,3,312,907,19288,2021-03-22,2021-03-23,Aindrea Franzetti,Female,43.0,13 Ivy TerraceSuite 494,628,North Caitlin,South Australia,Australia,Shirt,Dress,XS,blue,119,"A blue coloured, XS sized, Dress Shirt"
3259,657,700,119,1,119,479,31922,2021-07-22,2021-07-28,Dunc Swynley,Genderqueer,20.0,621 Eve View RdApt. 900,789,Mullerberg,Western Australia,Australia,Jacket,Trench Coat,XS,red,112,"A red coloured, XS sized, Trench Coat Jacket"
3260,657,686,113,1,113,479,31922,2021-07-22,2021-07-28,Dunc Swynley,Genderqueer,20.0,621 Eve View RdApt. 900,789,Mullerberg,Western Australia,Australia,Jacket,Parka,S,blue,119,"A blue coloured, S sized, Parka Jacket"
3261,657,1185,99,3,297,479,31922,2021-07-22,2021-07-28,Dunc Swynley,Genderqueer,20.0,621 Eve View RdApt. 900,789,Mullerberg,Western Australia,Australia,Trousers,High-Waisted,XS,violet,98,"A violet coloured, XS sized, High-Waisted Trousers"
3262,658,908,94,3,282,201,42131,2021-05-23,2021-06-05,Loni Tort,Polygender,58.0,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia,Trousers,Cords,L,violet,113,"A violet coloured, L sized, Cords Trousers"
3263,658,195,98,2,196,201,42131,2021-05-23,2021-06-05,Loni Tort,Polygender,58.0,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia,Shirt,Camp Collared,XS,blue,112,"A blue coloured, XS sized, Camp Collared Shirt"
3264,658,1123,102,3,306,201,42131,2021-05-23,2021-06-05,Loni Tort,Polygender,58.0,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia,Trousers,Cargo Pants,L,red,106,"A red coloured, L sized, Cargo Pants Trousers"
3265,658,439,107,2,214,201,42131,2021-05-23,2021-06-05,Loni Tort,Polygender,58.0,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia,Jacket,Denim,XL,green,92,"A green coloured, XL sized, Denim Jacket"
3266,658,692,113,1,113,201,42131,2021-05-23,2021-06-05,Loni Tort,Polygender,58.0,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia,Jacket,Parka,M,indigo,119,"A indigo coloured, M sized, Parka Jacket"
3267,658,1204,105,2,210,201,42131,2021-05-23,2021-06-05,Loni Tort,Polygender,58.0,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia,Trousers,Pleated,XL,yellow,90,"A yellow coloured, XL sized, Pleated Trousers"
3268,658,271,95,1,95,201,42131,2021-05-23,2021-06-05,Loni Tort,Polygender,58.0,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia,Shirt,Polo,S,indigo,117,"A indigo coloured, S sized, Polo Shirt"
3269,658,42,104,1,104,201,42131,2021-05-23,2021-06-05,Loni Tort,Polygender,58.0,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia,Shirt,Dress,M,orange,119,"A orange coloured, M sized, Dress Shirt"
3270,659,1042,90,1,90,328,45445,2021-09-30,2021-10-15,Wadsworth Olivier,Non-binary,59.0,4309 Nguyen KnollApt. 851,6795,North Elijahshire,Western Australia,Australia,Trousers,Relaxed Leg,M,indigo,95,"A indigo coloured, M sized, Relaxed Leg Trousers"
3271,659,565,100,3,300,328,45445,2021-09-30,2021-10-15,Wadsworth Olivier,Non-binary,59.0,4309 Nguyen KnollApt. 851,6795,North Elijahshire,Western Australia,Australia,Jacket,Bomber,XS,orange,90,"A orange coloured, XS sized, Bomber Jacket"
